feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,label
-294.0889892578125,125.63261413574219,-170.58663940429688,-83.66183471679688,-38.45979690551758,-52.83289337158203,4.333117961883545,9.73391056060791,5.685486793518066,25.050247192382812,12.446958541870117,2.2293009757995605,5.52119779586792,31.613750457763672,10.33083438873291,20.8697566986084,9.937386512756348,10.286659240722656,9.36693000793457,9.03543472290039,6.483902454376221,6.321173191070557,6.654882431030273,8.854146957397461,7.151163578033447,6.336179733276367,1382.723266737588,109.80505193297203,717.8934451024934,103.40451800082573,0.09865785256410256,0.012705396134621212,0.2934752106666565,0.310127317905426,0.28721824288368225,0.256745308637619,0.2344074696302414,0.280218243598938,0.45181798934936523,0.6006293296813965,0.5318953990936279,0.4802911579608917,0.5604903697967529,0.3940466642379761,0.24998259544372559,0.2901875376701355,0.2667258679866791,0.25911015272140503,0.22512254118919373,0.2345649152994156,0.28169065713882446,0.32960864901542664,0.31257715821266174,0.28439760208129883,0.3007737398147583,0.2568872272968292,0.06726638227701187,0.04130188375711441,Béluga
-322.5495910644531,135.8905487060547,-35.2548942565918,55.81915283203125,-20.92638397216797,36.327632904052734,-16.7164306640625,20.272104263305664,-3.366619110107422,9.181838035583496,2.464543581008911,-2.093733310699463,9.069567680358887,68.1457290649414,18.494064331054688,26.274900436401367,9.034869194030762,11.705366134643555,6.864552974700928,5.741478443145752,4.323449611663818,7.21793794631958,4.102375030517578,4.6376729011535645,3.4857118129730225,3.900902509689331,1569.2240295881925,275.52488121834375,1867.0838013572904,230.0594514408601,0.04288504464285714,0.019753370647314996,0.5681426525115967,0.585209310054779,0.589146614074707,0.560315728187561,0.588330864906311,0.6072386503219604,0.585693895816803,0.5557205080986023,0.588147759437561,0.7035334706306458,0.7020946145057678,0.6141911745071411,0.32914766669273376,0.3111344575881958,0.3086560070514679,0.3200688362121582,0.2741633951663971,0.2640312910079956,0.3143410086631775,0.30461585521698,0.27883195877075195,0.2450794279575348,0.25255677103996277,0.30563023686408997,0.02122507430613041,0.010857072658836842,Béluga
-241.78221130371094,118.19339752197266,-4.214969635009766,29.178617477416992,-0.14539726078510284,16.37276840209961,4.531100749969482,13.004579544067383,-0.06547776609659195,11.211748123168945,-1.422120451927185,11.284138679504395,0.16425947844982147,12.741483688354492,10.578774452209473,9.959073066711426,6.310513496398926,5.14553165435791,5.869906902313232,4.923525810241699,5.105659484863281,4.890942096710205,6.388911247253418,5.8407487869262695,6.063295364379883,5.388473987579346,1637.8257328079621,259.5003888032137,2226.732682703484,248.1283327727448,0.04622601859177215,0.014838341144975392,0.7852268218994141,0.7431772947311401,0.7217874526977539,0.6569314002990723,0.6716670989990234,0.6643381118774414,0.6023089289665222,0.5996477603912354,0.6089015603065491,0.6423534154891968,0.7475127577781677,0.8224194645881653,0.1810450255870819,0.18787840008735657,0.19588199257850647,0.20117880403995514,0.22422076761722565,0.21670641005039215,0.1960066705942154,0.2026103138923645,0.1752668172121048,0.17353472113609314,0.17195382714271545,0.18118266761302948,0.035279568284749985,0.006111890077590942,Béluga
-220.90658569335938,113.5815200805664,-10.804725646972656,29.112693786621094,-5.653934001922607,15.501798629760742,-1.878224492073059,9.724486351013184,0.45232680439949036,6.076115608215332,4.0878448486328125,2.5466558933258057,2.4187257289886475,18.407672882080078,11.834763526916504,6.376132011413574,7.429762363433838,6.186549186706543,5.432814598083496,5.828284740447998,3.6905288696289062,5.390208721160889,4.730942726135254,5.872339248657227,4.053206920623779,5.325885772705078,1804.10495354571,254.95168279806802,2212.4163880326523,169.27730522108646,0.06346968529929578,0.014858856987555484,0.7011852264404297,0.6918116211891174,0.6148257255554199,0.6193881034851074,0.6653398275375366,0.6578264832496643,0.6728800535202026,0.6704894304275513,0.6541401743888855,0.644282341003418,0.7289680242538452,0.7244314551353455,0.22010552883148193,0.22287258505821228,0.19211380183696747,0.194588765501976,0.18732137978076935,0.17108643054962158,0.20498308539390564,0.1771165430545807,0.18607616424560547,0.1931653469800949,0.20897255837917328,0.21996966004371643,0.033026762306690216,0.006211308762431145,Béluga
-192.77166748046875,112.90605926513672,-13.117390632629395,28.782855987548828,-9.653945922851562,17.699155807495117,5.867424011230469,12.289522171020508,3.677152395248413,1.2654495239257812,2.7189431190490723,7.515417098999023,2.874870538711548,31.1127872467041,8.876151084899902,5.858705043792725,7.63521671295166,8.232217788696289,7.293509006500244,6.131363868713379,3.9379947185516357,4.713861465454102,4.752590179443359,3.461909770965576,3.6683709621429443,3.9893617630004883,1825.3507729753424,206.10640533542886,2196.6532650893932,95.24999075234459,0.05894252232142857,0.01866163333655621,0.7731327414512634,0.7858328819274902,0.8018947243690491,0.764782726764679,0.6302064061164856,0.5829368233680725,0.6023936867713928,0.5897805094718933,0.6361150145530701,0.7535074949264526,0.7174590826034546,0.7983808517456055,0.15808196365833282,0.18275488913059235,0.142684668302536,0.16070058941841125,0.14793333411216736,0.17934146523475647,0.18526527285575867,0.21294903755187988,0.15169896185398102,0.16940103471279144,0.17681163549423218,0.16196610033512115,0.04329540953040123,0.009497523307800293,Béluga
-200.19772338867188,116.26493835449219,-8.181591987609863,31.67303466796875,-1.7670735120773315,14.278787612915039,0.09675517678260803,5.885540008544922,0.8050879240036011,3.85724139213562,2.662382125854492,7.732297897338867,1.0029174089431763,28.051374435424805,11.3700532913208,7.006301403045654,6.837601184844971,5.934135437011719,7.0868306159973145,5.608156204223633,5.305379867553711,4.223091125488281,4.8758392333984375,4.1843953132629395,4.146726131439209,4.350315093994141,1780.7706305131417,289.6213466308236,2237.1750445088633,223.1706353952579,0.06003673041044776,0.01938153777585886,0.6439547538757324,0.6648845672607422,0.7129009366035461,0.6941342949867249,0.7269946336746216,0.6719624996185303,0.6633837223052979,0.6948820948600769,0.7219239473342896,0.6878838539123535,0.7019972801208496,0.679427444934845,0.19627819955348969,0.19556154310703278,0.21129174530506134,0.18371687829494476,0.2056836634874344,0.1920919269323349,0.19232971966266632,0.2051805555820465,0.21968568861484528,0.20855945348739624,0.21725797653198242,0.21872606873512268,0.03965558484196663,0.0055727651342749596,Béluga
-221.718017578125,110.5482177734375,-1.7930008172988892,29.418624877929688,3.368990659713745,19.075639724731445,5.407466411590576,9.580814361572266,1.764603853225708,7.135873794555664,3.423471450805664,8.66100025177002,0.7868770360946655,18.815767288208008,11.032933235168457,9.346872329711914,5.565372943878174,5.344063758850098,4.129188060760498,5.183722496032715,4.4184651374816895,4.615932941436768,4.815505027770996,3.877192258834839,3.9409093856811523,3.978391647338867,1750.0248738863154,252.39266213738694,2348.0423082865436,239.45899342344825,0.045601639093137254,0.014706271920622902,0.7423709630966187,0.7058216333389282,0.66208815574646,0.6489262580871582,0.625697135925293,0.6219037175178528,0.6256633400917053,0.6128630042076111,0.6234803199768066,0.7246691584587097,0.8515793085098267,0.7815889120101929,0.18952754139900208,0.18997175991535187,0.18760329484939575,0.19530917704105377,0.1992403268814087,0.19260777533054352,0.18660371005535126,0.16612127423286438,0.15340103209018707,0.1576143056154251,0.16744227707386017,0.14419761300086975,0.0408155582845211,0.00671357661485672,Béluga
-238.26527404785156,111.69206237792969,-0.9250341057777405,29.267663955688477,-0.5470512509346008,21.70863151550293,5.1410932540893555,17.236120223999023,-0.9736013412475586,10.507756233215332,-0.6961653828620911,10.99570083618164,1.7700650691986084,29.113298416137695,11.250078201293945,9.177030563354492,8.029592514038086,7.245067596435547,5.494282245635986,4.484545707702637,6.281612396240234,5.268803596496582,4.550906658172607,4.9987263679504395,4.493324279785156,4.31623649597168,1645.4584979612891,246.24658612602065,2284.280719943665,234.82620161383272,0.03883026867378049,0.012922808861963137,0.6656827330589294,0.7022076845169067,0.6905681490898132,0.6723265051841736,0.6628618240356445,0.6156070232391357,0.6102709174156189,0.6406583786010742,0.7027860283851624,0.7619943618774414,0.7837038636207581,0.732981264591217,0.20314936339855194,0.22975458204746246,0.20403046905994415,0.2218495011329651,0.23296518623828888,0.213252991437912,0.2075144350528717,0.18985538184642792,0.1818893700838089,0.19692982733249664,0.20190104842185974,0.19313813745975494,0.0426488034427166,0.009073573164641857,Béluga
-225.94436645507812,107.12372589111328,12.551423072814941,11.444239616394043,-1.8364514112472534,5.698886871337891,3.994563579559326,11.25700855255127,5.79259729385376,8.528722763061523,2.804851770401001,5.437441349029541,0.8328808546066284,23.107498168945312,19.017480850219727,14.435473442077637,12.289569854736328,9.779367446899414,7.513143539428711,6.481124401092529,5.069939136505127,5.2161641120910645,4.066422939300537,4.142924785614014,4.320359706878662,4.641585826873779,1879.654741715672,520.7766011921582,2576.482182811039,479.7634438778346,0.043379679764851485,0.02228354059292509,0.7090075016021729,0.6215742230415344,0.6097155809402466,0.6227173209190369,0.6416581869125366,0.6824577450752258,0.7036139369010925,0.6887664794921875,0.6417826414108276,0.6306495070457458,0.6748995780944824,0.7252272963523865,0.23445425927639008,0.20467284321784973,0.22157089412212372,0.21196261048316956,0.21307015419006348,0.21491378545761108,0.2034272402524948,0.2106691598892212,0.22033965587615967,0.20987921953201294,0.19962193071842194,0.2204955518245697,0.04811543598771095,0.01392945647239685,Béluga
-238.1739959716797,107.6096420288086,0.5455219149589539,16.68692398071289,3.650453805923462,7.50935697555542,1.5452529191970825,5.7931928634643555,5.4791388511657715,8.732510566711426,4.578237533569336,6.578245639801025,1.0301673412322998,16.729175567626953,14.302562713623047,15.07198429107666,10.312397956848145,12.26860237121582,7.1240692138671875,5.184154987335205,4.672272205352783,4.5991926193237305,5.849978923797607,4.045719623565674,3.5958926677703857,4.184989929199219,1947.2988712524466,303.38565864582785,2508.177361911435,392.7266021558961,0.062003968253968256,0.014897308241909372,0.6804317235946655,0.6445410251617432,0.6252609491348267,0.6389541625976562,0.617011308670044,0.5987454652786255,0.671950101852417,0.6086515784263611,0.5887038111686707,0.6333381533622742,0.6754046082496643,0.6832188963890076,0.2540600299835205,0.26883968710899353,0.24712930619716644,0.2370401918888092,0.2219318300485611,0.20008419454097748,0.23934431374073029,0.20152312517166138,0.23406696319580078,0.23223797976970673,0.23953013122081757,0.24449709057807922,0.02858888916671276,0.005429806653410196,Béluga
